VBELN,AUART,KUNNR,MATNR,KWMENG,NETWR,WADAT,WERKS,GBSTA,ERDAT
SO-46169218,OR,CUST-1057,MAT-CG-10012,139,13942842.18,2026-12-21,PL-BLR,A,2026-02-23
SO-10779834,OR,CUST-1091,MAT-CG-10048,113,1214705.34,2026-10-18,PL-CHE,A,2026-06-16
SO-54454724,OR,CUST-1021,MAT-CG-10026,109,10948362.84,2026-12-31,PL-CHE,A,2026-01-20
SO-76513956,CS,CUST-1092,MAT-CG-10032,142,3524988.08,2026-12-11,PL-NGP,C,2026-02-05
SO-24479352,OR,CUST-1017,MAT-CG-10009,30,1522276.98,2027-01-06,PL-MUM,C,2026-04-24
SO-67668666,RO,CUST-1095,MAT-CG-10004,89,868256.42,2026-12-31,PL-CHE,A,2025-12-18
SO-43252079,RO,CUST-1020,MAT-CG-10006,111,2570233.37,2026-10-17,PL-HYD,A,2026-06-26
SO-99433358,OR,CUST-1026,MAT-CG-10017,65,4057144.42,2026-09-26,PL-NGP,B,2026-05-23
SO-40787425,OR,CUST-1017,MAT-CG-10013,40,811506.79,2026-11-09,PL-HYD,A,2026-01-17
SO-22205146,OR,CUST-1049,MAT-CG-10002,53,283714.41,2026-11-17,PL-HYD,A,2026-03-04
SO-18234220,RO,CUST-1055,MAT-CG-10028,124,804162.8,2026-11-16,PL-DEL,A,2026-02-18
SO-66112969,OR,CUST-1041,MAT-CG-10018,91,7539764.97,2026-10-16,PL-MUM,A,2026-07-28
SO-38451145,OR,CUST-1061,MAT-CG-10043,84,365468.83,2027-02-02,PL-DEL,B,2026-05-21
SO-58799048,OR,CUST-1039,MAT-CG-10017,127,7526199.61,2027-02-18,PL-MUM,C,2025-11-14
SO-54454486,OR,CUST-1095,MAT-CG-10050,35,819255.85,2027-01-28,PL-NGP,B,2026-02-14
SO-38190192,RO,CUST-1050,MAT-CG-10016,72,3299737.16,2026-09-27,PL-BLR,C,2025-10-19
SO-88726945,CS,CUST-1025,MAT-CG-10008,12,472602.54,2026-12-23,PL-DEL,A,2025-11-17
SO-50463479,CS,CUST-1061,MAT-CG-10040,89,4621769.79,2026-10-21,PL-NGP,C,2026-06-06
SO-35730441,OR,CUST-1071,MAT-CG-10003,34,274892.4,2027-01-21,PL-KOL,A,2026-01-06
SO-68535809,OR,CUST-1062,MAT-CG-10041,32,2307478.47,2027-01-06,PL-MUM,A,2025-10-21
SO-48877018,OR,CUST-1073,MAT-CG-10018,35,2581035.23,2027-02-24,PL-HYD,C,2026-02-01
SO-78919151,OR,CUST-1022,MAT-CG-10032,138,3581568.04,2027-01-08,PL-AHM,B,2026-02-05
SO-37772949,OR,CUST-1001,MAT-CG-10026,71,6640916.96,2026-10-25,PL-JAI,C,2026-08-19
SO-71128254,RO,CUST-1091,MAT-CG-10051,133,4229570.85,2026-11-05,PL-CHE,A,2026-03-25
SO-84108442,OR,CUST-1022,MAT-CG-10046,70,723784.22,2027-01-14,PL-HYD,A,2026-08-03
SO-47279846,OR,CUST-1035,MAT-CG-10041,39,2991927.98,2026-09-13,PL-HYD,A,2025-11-23
SO-97059725,OR,CUST-1081,MAT-CG-10008,2,83483.03,2026-12-03,PL-KOL,A,2025-11-15
SO-64806853,RO,CUST-1038,MAT-CG-10017,36,2200232.59,2026-09-14,PL-MUM,A,2026-05-03
SO-33721002,OR,CUST-1003,MAT-CG-10047,73,583183.46,2027-01-27,PL-DEL,C,2025-09-05
SO-94051119,CS,CUST-1078,MAT-CG-10025,67,3911465.03,2026-12-22,PL-HYD,A,2026-04-08
SO-94530413,OR,CUST-1020,MAT-CG-10014,150,4106343.66,2026-12-20,PL-KOL,A,2025-12-21
SO-34362335,OR,CUST-1024,MAT-CG-10006,128,2998357.21,2026-10-15,PL-HYD,B,2025-12-15
SO-96914605,OR,CUST-1003,MAT-CG-10047,48,371410.9,2026-10-15,PL-AHM,C,2025-10-16
SO-29263245,OR,CUST-1055,MAT-CG-10013,19,376987.09,2027-02-12,PL-AHM,A,2025-11-27
SO-90972685,OR,CUST-1049,MAT-CG-10009,5,262176.85,2026-09-28,PL-MUM,C,2026-08-01
SO-21220004,OR,CUST-1019,MAT-CG-10009,65,3675425.92,2027-01-31,PL-MUM,A,2026-06-30
SO-21403835,OR,CUST-1018,MAT-CG-10035,88,3774579.08,2027-01-22,PL-PUN,A,2026-03-19
SO-30738427,OR,CUST-1008,MAT-CG-10022,124,25661162.16,2026-11-07,PL-NGP,A,2026-08-13
SO-83100625,OR,CUST-1014,MAT-CG-10003,28,220264.92,2026-12-15,PL-BLR,A,2026-05-01
SO-67329147,OR,CUST-1019,MAT-CG-10002,60,318743.74,2026-11-12,PL-HYD,C,2026-02-08
SO-76011040,OR,CUST-1015,MAT-CG-10044,30,167248.95,2026-11-11,PL-KOL,A,2025-10-12
SO-58384619,OR,CUST-1006,MAT-CG-10022,32,6678044.24,2026-10-15,PL-AHM,B,2026-03-05
SO-67075357,OR,CUST-1086,MAT-CG-10039,48,1657723.78,2027-02-06,PL-CHE,A,2026-07-01
SO-98816127,OR,CUST-1034,MAT-CG-10018,129,10569364.23,2026-09-19,PL-MUM,A,2025-09-22
SO-29834720,OR,CUST-1058,MAT-CG-10010,83,5439544.13,2026-12-31,PL-DEL,A,2025-11-01
SO-29416986,OR,CUST-1042,MAT-CG-10028,73,496062.61,2026-10-16,PL-AHM,A,2026-03-13
SO-74597455,CS,CUST-1053,MAT-CG-10032,110,2920537.94,2027-02-09,PL-KOL,A,2025-09-23
SO-66191544,RO,CUST-1064,MAT-CG-10016,100,4888193.13,2027-01-04,PL-NGP,B,2026-04-28
SO-87975659,CS,CUST-1054,MAT-CG-10025,23,1338305.24,2027-02-24,PL-HYD,C,2026-07-10
SO-10384682,OR,CUST-1003,MAT-CG-10016,94,4482842.47,2026-12-30,PL-BLR,A,2026-07-24
SO-28703143,OR,CUST-1059,MAT-CG-10023,94,25897832.07,2027-01-19,PL-AHM,A,2026-05-08
SO-28495379,OR,CUST-1090,MAT-CG-10015,16,584601.22,2026-12-05,PL-MUM,C,2026-01-18
SO-24228398,CS,CUST-1075,MAT-CG-10024,15,501366.38,2027-01-30,PL-BLR,A,2026-06-09
SO-20602300,OR,CUST-1010,MAT-CG-10024,38,1258622.31,2026-12-15,PL-BLR,A,2025-12-26
SO-80793145,CS,CUST-1039,MAT-CG-10048,37,413419.05,2026-11-25,PL-PUN,C,2025-09-02
SO-24933959,OR,CUST-1008,MAT-CG-10001,75,310133.38,2026-09-08,PL-JAI,A,2025-12-09
SO-63202657,OR,CUST-1088,MAT-CG-10011,4,325793.04,2026-12-25,PL-NGP,C,2026-04-13
SO-51075182,CS,CUST-1030,MAT-CG-10037,130,11785482.69,2026-10-10,PL-CHE,A,2025-11-29
SO-38435937,OR,CUST-1080,MAT-CG-10025,34,1849305.37,2026-12-09,PL-BLR,C,2025-11-10
SO-72872428,OR,CUST-1041,MAT-CG-10039,21,721867.35,2026-12-12,PL-AHM,A,2026-07-27
SO-36136297,OR,CUST-1014,MAT-CG-10024,110,3693330.99,2026-12-01,PL-JAI,A,2026-08-09
SO-31845331,RO,CUST-1014,MAT-CG-10016,74,3380435.26,2027-01-30,PL-MUM,A,2026-05-19
SO-95683115,OR,CUST-1031,MAT-CG-10036,53,3069732.33,2027-01-23,PL-JAI,A,2025-11-08
SO-16131148,OR,CUST-1041,MAT-CG-10051,125,3638734.36,2026-11-18,PL-MUM,A,2026-04-01
SO-36156848,OR,CUST-1097,MAT-CG-10026,130,12568693.0,2026-11-30,PL-BLR,C,2025-09-12
SO-64665076,CS,CUST-1065,MAT-CG-10007,86,2392400.19,2026-10-08,PL-MUM,B,2026-02-09
SO-48939164,OR,CUST-1020,MAT-CG-10031,11,208806.74,2026-09-20,PL-DEL,C,2026-04-27
SO-31615365,RO,CUST-1067,MAT-CG-10014,38,1119874.8,2027-02-02,PL-NGP,A,2026-01-06
SO-55502589,OR,CUST-1047,MAT-CG-10051,35,1098464.14,2026-12-19,PL-MUM,C,2025-09-08
SO-38027431,RO,CUST-1078,MAT-CG-10025,63,3436302.63,2026-10-09,PL-JAI,C,2025-12-12
SO-29142470,OR,CUST-1071,MAT-CG-10007,5,154787.75,2026-09-22,PL-PUN,A,2026-01-03
SO-49675858,OR,CUST-1009,MAT-CG-10021,45,6444612.44,2026-12-02,PL-KOL,A,2026-07-18
SO-44620670,OR,CUST-1033,MAT-CG-10012,119,12110266.81,2026-12-22,PL-BLR,A,2025-11-05
SO-58784400,OR,CUST-1052,MAT-CG-10032,12,310186.57,2027-02-05,PL-BLR,B,2026-02-17
SO-60154896,OR,CUST-1088,MAT-CG-10033,82,1401276.04,2026-12-24,PL-CHE,C,2026-08-02
SO-42858752,CS,CUST-1072,MAT-CG-10040,16,724699.11,2026-09-26,PL-CHE,B,2026-06-03
SO-19795032,OR,CUST-1050,MAT-CG-10037,104,10025265.56,2027-02-18,PL-DEL,A,2025-12-28
SO-72391513,OR,CUST-1011,MAT-CG-10030,138,1664470.4,2026-09-27,PL-AHM,B,2026-05-13
SO-18653222,OR,CUST-1044,MAT-CG-10026,86,9025818.84,2027-01-02,PL-HYD,C,2025-12-23
SO-71012513,OR,CUST-1070,MAT-CG-10008,73,2859471.26,2026-12-29,PL-BLR,C,2026-05-06
SO-14204135,RO,CUST-1100,MAT-CG-10021,147,21354844.39,2026-12-01,PL-AHM,B,2026-05-06
SO-13079321,CS,CUST-1055,MAT-CG-10004,56,567666.34,2027-02-09,PL-BLR,A,2026-06-12
SO-64367371,OR,CUST-1039,MAT-CG-10005,72,1310143.03,2026-12-24,PL-AHM,B,2026-05-06
SO-34706569,OR,CUST-1012,MAT-CG-10043,68,321942.8,2026-12-18,PL-KOL,A,2026-05-31
SO-66250794,OR,CUST-1061,MAT-CG-10013,91,1881110.87,2026-10-11,PL-AHM,A,2025-09-03
SO-11332984,RO,CUST-1077,MAT-CG-10037,101,8866755.07,2027-02-17,PL-JAI,B,2026-06-10
SO-11904117,OR,CUST-1059,MAT-CG-10021,83,13001173.99,2027-01-05,PL-KOL,A,2025-09-12
SO-79886056,CS,CUST-1001,MAT-CG-10027,69,10196386.04,2026-10-02,PL-PUN,C,2025-10-31
SO-39343051,CS,CUST-1025,MAT-CG-10007,11,320381.83,2027-01-17,PL-BLR,B,2026-02-11
SO-38153923,OR,CUST-1087,MAT-CG-10014,91,2536822.26,2026-09-03,PL-KOL,A,2026-08-15
SO-77388734,OR,CUST-1090,MAT-CG-10020,80,9573242.74,2026-12-25,PL-AHM,B,2026-02-24
SO-67156511,RO,CUST-1098,MAT-CG-10023,140,39652733.76,2026-10-15,PL-PUN,B,2026-02-13
SO-89845027,OR,CUST-1070,MAT-CG-10012,143,13913858.48,2026-11-11,PL-AHM,C,2026-03-31
SO-21760181,OR,CUST-1012,MAT-CG-10045,27,216469.53,2027-02-04,PL-AHM,A,2025-12-12
SO-23381785,CS,CUST-1057,MAT-CG-10048,141,1582759.4,2026-09-08,PL-CHE,B,2026-05-07
SO-84032876,OR,CUST-1015,MAT-CG-10015,118,4015075.97,2026-12-29,PL-DEL,A,2025-12-29
SO-11020743,OR,CUST-1029,MAT-CG-10027,103,14268123.42,2026-11-07,PL-CHE,A,2026-01-23
SO-10558017,OR,CUST-1005,MAT-CG-10044,63,340610.59,2026-10-09,PL-KOL,B,2025-10-20
SO-32872143,RO,CUST-1056,MAT-CG-10021,87,12391167.36,2026-12-09,PL-HYD,B,2025-09-28
SO-87558199,OR,CUST-1017,MAT-CG-10026,15,1562590.45,2026-12-08,PL-BLR,B,2026-03-14
SO-68707047,OR,CUST-1013,MAT-CG-10034,42,1131668.6,2026-10-02,PL-NGP,A,2025-10-04
SO-94197247,OR,CUST-1071,MAT-CG-10037,102,8903206.41,2026-11-21,PL-HYD,A,2026-07-07
SO-11548620,CS,CUST-1099,MAT-CG-10002,113,620747.34,2026-09-07,PL-JAI,C,2025-11-18
SO-61325510,OR,CUST-1096,MAT-CG-10006,148,3429249.95,2026-12-25,PL-KOL,A,2026-04-23
SO-49852264,OR,CUST-1069,MAT-CG-10042,58,181750.54,2026-12-05,PL-CHE,C,2026-07-28
SO-29296419,CS,CUST-1003,MAT-CG-10018,23,1841177.17,2027-01-26,PL-DEL,A,2025-12-31
SO-24371585,OR,CUST-1037,MAT-CG-10039,33,1074022.46,2026-10-16,PL-DEL,A,2025-12-13
SO-62452316,OR,CUST-1063,MAT-CG-10024,55,2034421.44,2026-12-14,PL-DEL,B,2025-10-07
SO-66358979,OR,CUST-1041,MAT-CG-10005,55,969028.06,2026-12-24,PL-BLR,A,2026-03-24
SO-98538924,RO,CUST-1081,MAT-CG-10001,47,187305.98,2026-09-08,PL-DEL,A,2026-02-27
SO-10673042,OR,CUST-1067,MAT-CG-10031,141,2698053.0,2026-10-01,PL-HYD,B,2026-08-08
SO-79524101,RO,CUST-1098,MAT-CG-10035,7,286517.2,2026-12-02,PL-DEL,A,2026-08-08
SO-39495837,OR,CUST-1094,MAT-CG-10021,37,5611623.48,2026-10-02,PL-CHE,A,2025-12-20
SO-56782042,CS,CUST-1071,MAT-CG-10013,25,525112.6,2026-12-28,PL-PUN,B,2025-12-04
SO-43566934,OR,CUST-1026,MAT-CG-10026,51,5137145.05,2026-11-10,PL-AHM,A,2025-10-29
SO-32233584,OR,CUST-1093,MAT-CG-10051,81,2495026.67,2026-12-23,PL-AHM,B,2026-04-06
SO-91509842,OR,CUST-1055,MAT-CG-10021,29,4105305.68,2026-11-29,PL-KOL,C,2026-07-22
SO-14531191,RO,CUST-1033,MAT-CG-10029,44,383059.41,2026-11-14,PL-JAI,C,2025-11-25
SO-14018472,OR,CUST-1024,MAT-CG-10023,103,31137346.07,2026-12-18,PL-BLR,A,2026-04-20
SO-98174955,OR,CUST-1048,MAT-CG-10005,57,937297.76,2026-11-19,PL-DEL,A,2026-03-13
SO-54140102,OR,CUST-1060,MAT-CG-10045,4,31710.71,2026-11-21,PL-HYD,B,2026-07-21
SO-90772485,OR,CUST-1068,MAT-CG-10025,74,4121263.88,2027-01-21,PL-CHE,C,2025-10-16
SO-87034049,CS,CUST-1054,MAT-CG-10043,21,96634.66,2026-12-20,PL-KOL,A,2026-05-14
SO-76294734,OR,CUST-1006,MAT-CG-10013,14,307610.0,2026-12-16,PL-DEL,A,2026-01-04
SO-89345641,OR,CUST-1031,MAT-CG-10011,85,6586188.56,2026-11-11,PL-MUM,C,2025-11-02
SO-48166934,OR,CUST-1052,MAT-CG-10001,120,440904.78,2027-01-14,PL-NGP,A,2026-03-04
SO-19321973,OR,CUST-1013,MAT-CG-10042,6,18775.31,2026-12-15,PL-CHE,A,2026-03-14
SO-63733308,OR,CUST-1072,MAT-CG-10049,90,1441489.12,2027-01-04,PL-JAI,A,2026-02-03
SO-76214520,CS,CUST-1016,MAT-CG-10020,118,14795875.89,2027-02-05,PL-DEL,A,2026-05-01
SO-28620619,OR,CUST-1042,MAT-CG-10004,4,43992.73,2026-12-20,PL-HYD,A,2026-07-09
SO-82149862,OR,CUST-1089,MAT-CG-10013,96,2075762.16,2026-11-05,PL-MUM,A,2026-07-30
SO-45396856,OR,CUST-1089,MAT-CG-10020,21,2552679.58,2026-12-06,PL-CHE,C,2026-05-28
SO-26092896,OR,CUST-1041,MAT-CG-10009,119,6661220.3,2027-01-27,PL-AHM,C,2026-01-07
SO-80029938,RO,CUST-1031,MAT-CG-10043,33,149707.8,2027-02-16,PL-PUN,A,2026-03-12
SO-40310459,OR,CUST-1034,MAT-CG-10050,125,2908818.77,2026-09-21,PL-KOL,B,2026-04-21
SO-20471228,OR,CUST-1064,MAT-CG-10043,54,227534.75,2026-09-03,PL-HYD,B,2026-02-07
SO-24030412,OR,CUST-1027,MAT-CG-10013,126,2704971.39,2027-01-13,PL-NGP,A,2026-03-17
SO-97951446,OR,CUST-1065,MAT-CG-10046,118,1199229.56,2026-10-03,PL-HYD,A,2026-02-07
SO-37248980,OR,CUST-1025,MAT-CG-10029,133,1075450.32,2026-12-17,PL-BLR,C,2026-03-19
SO-29768893,OR,CUST-1014,MAT-CG-10037,28,2653045.67,2026-10-31,PL-MUM,B,2026-05-20
SO-73919907,CS,CUST-1068,MAT-CG-10018,9,702205.55,2026-11-06,PL-DEL,B,2026-07-11
SO-38463020,OR,CUST-1051,MAT-CG-10023,112,32473086.55,2027-01-08,PL-KOL,A,2026-01-10
SO-23128198,OR,CUST-1084,MAT-CG-10018,96,7416686.02,2026-12-17,PL-HYD,A,2026-05-19
SO-89731929,OR,CUST-1068,MAT-CG-10026,47,4683158.35,2027-01-10,PL-AHM,A,2025-09-09
SO-24909280,OR,CUST-1015,MAT-CG-10004,65,638388.96,2026-09-09,PL-JAI,A,2026-04-23
SO-23560284,OR,CUST-1029,MAT-CG-10005,138,2514036.21,2027-02-26,PL-AHM,B,2026-02-03
SO-46006180,OR,CUST-1027,MAT-CG-10007,58,1630111.13,2026-10-22,PL-KOL,C,2026-03-29
SO-10416997,OR,CUST-1024,MAT-CG-10046,75,806800.8,2027-02-26,PL-JAI,B,2026-03-20
SO-32848229,OR,CUST-1088,MAT-CG-10045,63,465182.2,2026-10-17,PL-KOL,B,2026-06-12
SO-67434792,OR,CUST-1003,MAT-CG-10001,123,461363.56,2026-11-06,PL-DEL,A,2025-09-10
SO-89726022,OR,CUST-1061,MAT-CG-10049,4,62423.5,2027-01-03,PL-HYD,B,2026-06-28
SO-86137251,CS,CUST-1038,MAT-CG-10003,6,49321.27,2027-01-12,PL-NGP,A,2026-06-09
SO-23420761,OR,CUST-1095,MAT-CG-10050,26,570110.15,2027-01-03,PL-KOL,B,2026-04-14
SO-44029139,OR,CUST-1059,MAT-CG-10043,126,527242.22,2026-11-29,PL-CHE,C,2026-03-06
SO-25134534,OR,CUST-1088,MAT-CG-10034,125,3281285.55,2027-02-10,PL-MUM,A,2026-01-25
SO-57941821,OR,CUST-1004,MAT-CG-10015,38,1302152.72,2027-02-25,PL-AHM,A,2026-05-10
SO-36017047,OR,CUST-1082,MAT-CG-10048,24,254600.96,2026-11-09,PL-NGP,B,2025-11-27
SO-56821190,OR,CUST-1051,MAT-CG-10012,69,6858038.89,2026-11-09,PL-CHE,A,2026-08-02
SO-56073515,RO,CUST-1016,MAT-CG-10038,135,2751258.76,2026-12-25,PL-JAI,A,2026-03-29
SO-76964850,CS,CUST-1019,MAT-CG-10008,4,163789.34,2026-10-08,PL-NGP,A,2025-10-08
SO-50754622,OR,CUST-1037,MAT-CG-10036,43,2417357.2,2026-11-14,PL-MUM,B,2026-08-03
SO-89600725,OR,CUST-1007,MAT-CG-10014,74,2037803.51,2026-09-01,PL-AHM,A,2025-09-19
SO-43746828,OR,CUST-1045,MAT-CG-10001,14,57872.95,2027-01-06,PL-NGP,A,2026-07-10
SO-29145387,CS,CUST-1026,MAT-CG-10046,71,756215.03,2026-09-20,PL-CHE,A,2026-08-07
SO-43383774,CS,CUST-1082,MAT-CG-10031,92,1676256.92,2026-12-11,PL-DEL,A,2026-03-22
SO-33260196,RO,CUST-1056,MAT-CG-10039,81,2794286.21,2026-11-21,PL-JAI,A,2025-09-08
SO-43557176,OR,CUST-1054,MAT-CG-10050,53,1198296.36,2026-11-16,PL-CHE,A,2026-03-24
SO-83260153,OR,CUST-1049,MAT-CG-10037,120,11427341.88,2026-12-20,PL-DEL,A,2025-11-27
SO-77620927,CS,CUST-1092,MAT-CG-10029,82,691394.53,2026-11-29,PL-AHM,B,2026-01-20
SO-13714198,RO,CUST-1004,MAT-CG-10027,120,17661856.96,2026-12-16,PL-DEL,A,2025-10-13
SO-87889556,RO,CUST-1048,MAT-CG-10020,64,7262582.64,2027-01-17,PL-JAI,A,2026-07-27
SO-26902822,OR,CUST-1086,MAT-CG-10049,102,1465512.42,2027-01-10,PL-PUN,A,2026-07-11
SO-97225409,OR,CUST-1043,MAT-CG-10004,71,753264.46,2026-11-13,PL-JAI,B,2025-09-04
SO-26299760,CS,CUST-1075,MAT-CG-10022,17,3581699.6,2026-09-13,PL-HYD,B,2026-06-11
SO-28307667,OR,CUST-1087,MAT-CG-10036,128,7808260.97,2026-10-09,PL-CHE,C,2026-03-17
SO-75089577,RO,CUST-1089,MAT-CG-10047,3,22850.32,2026-09-17,PL-MUM,A,2025-10-18
SO-23000817,OR,CUST-1027,MAT-CG-10008,135,5247805.34,2026-09-06,PL-NGP,B,2026-02-04
SO-50255085,OR,CUST-1062,MAT-CG-10004,33,368768.59,2026-10-30,PL-NGP,A,2025-10-14
SO-98336648,RO,CUST-1016,MAT-CG-10044,114,654642.39,2027-02-09,PL-MUM,A,2026-06-12
SO-32921098,RO,CUST-1095,MAT-CG-10048,63,726479.5,2026-10-21,PL-PUN,B,2026-03-28
SO-89022539,OR,CUST-1048,MAT-CG-10019,27,2531695.33,2026-12-09,PL-AHM,C,2026-06-30
SO-67020114,OR,CUST-1004,MAT-CG-10030,108,1322179.85,2026-09-30,PL-JAI,B,2026-08-18
SO-14574615,CS,CUST-1084,MAT-CG-10038,79,1713874.35,2027-02-05,PL-PUN,A,2026-02-23
SO-71518719,OR,CUST-1002,MAT-CG-10009,121,6880640.17,2026-11-30,PL-NGP,B,2026-05-08
SO-62428709,RO,CUST-1009,MAT-CG-10023,136,37635582.49,2026-10-08,PL-KOL,C,2025-11-08
SO-28795756,OR,CUST-1098,MAT-CG-10022,119,25017548.12,2026-12-09,PL-DEL,C,2025-12-19
SO-91314709,CS,CUST-1024,MAT-CG-10025,122,7147110.62,2027-01-07,PL-NGP,A,2026-06-18
SO-89034390,RO,CUST-1045,MAT-CG-10045,84,667486.39,2026-12-12,PL-DEL,A,2026-08-08
SO-41098826,OR,CUST-1086,MAT-CG-10047,42,315519.69,2027-02-20,PL-PUN,A,2026-04-27
SO-24150817,OR,CUST-1094,MAT-CG-10050,62,1467199.95,2026-12-16,PL-DEL,A,2025-10-14
SO-15022195,CS,CUST-1010,MAT-CG-10017,31,1926207.1,2026-12-04,PL-JAI,C,2026-08-08
SO-24450015,CS,CUST-1058,MAT-CG-10012,84,8106389.35,2027-02-10,PL-JAI,B,2026-05-13
SO-75914731,OR,CUST-1087,MAT-CG-10013,66,1317242.22,2026-10-21,PL-BLR,B,2025-11-26
SO-21545180,RO,CUST-1004,MAT-CG-10051,51,1601854.22,2027-02-18,PL-DEL,A,2026-08-06
SO-58259460,OR,CUST-1073,MAT-CG-10009,3,160920.49,2026-09-18,PL-KOL,A,2025-09-08
SO-76595544,OR,CUST-1027,MAT-CG-10047,137,1099460.47,2026-12-30,PL-NGP,A,2026-02-22
SO-28505072,OR,CUST-1057,MAT-CG-10040,145,6978847.02,2026-12-05,PL-DEL,B,2026-07-14
SO-50027348,OR,CUST-1016,MAT-CG-10009,134,7140251.33,2026-09-13,PL-JAI,B,2026-03-07
SO-48909246,OR,CUST-1050,MAT-CG-10002,59,328999.82,2026-09-17,PL-BLR,A,2026-07-16
SO-42399944,RO,CUST-1079,MAT-CG-10035,149,6408531.89,2026-12-11,PL-JAI,A,2025-11-17
SO-88218402,OR,CUST-1034,MAT-CG-10045,30,240639.88,2026-09-08,PL-KOL,B,2026-04-12
SO-17971455,OR,CUST-1027,MAT-CG-10013,87,1801306.27,2026-11-23,PL-MUM,A,2025-12-14
SO-91873043,CS,CUST-1098,MAT-CG-10005,146,2633403.08,2026-11-27,PL-DEL,B,2025-10-21
SO-84011044,OR,CUST-1017,MAT-CG-10048,22,238963.85,2026-09-10,PL-DEL,A,2025-12-12
SO-97286750,OR,CUST-1056,MAT-CG-10033,59,1017373.0,2026-10-28,PL-MUM,A,2026-08-10
SO-81697212,RO,CUST-1049,MAT-CG-10050,52,1196398.14,2026-09-04,PL-NGP,B,2026-07-28
SO-26809078,OR,CUST-1090,MAT-CG-10025,98,5623267.31,2026-10-05,PL-DEL,B,2026-06-24
SO-57216333,OR,CUST-1044,MAT-CG-10040,96,4626327.15,2026-09-14,PL-HYD,A,2026-07-07
SO-40484320,OR,CUST-1096,MAT-CG-10038,4,85169.39,2027-01-15,PL-JAI,A,2026-08-16
SO-17634795,OR,CUST-1008,MAT-CG-10047,65,489776.37,2026-10-16,PL-CHE,A,2026-03-16
SO-49246971,OR,CUST-1078,MAT-CG-10023,64,18286853.86,2027-02-15,PL-DEL,C,2026-07-15
SO-82966957,OR,CUST-1064,MAT-CG-10005,66,1174215.16,2026-11-30,PL-HYD,B,2026-03-22
SO-49283302,CS,CUST-1032,MAT-CG-10024,143,5099753.27,2026-11-07,PL-KOL,C,2025-11-19
SO-17247426,OR,CUST-1053,MAT-CG-10033,28,498168.48,2027-02-06,PL-PUN,A,2026-07-14
SO-79926758,OR,CUST-1040,MAT-CG-10014,37,1054878.13,2026-10-23,PL-DEL,A,2026-06-12
SO-69093033,CS,CUST-1098,MAT-CG-10003,62,483817.57,2026-09-29,PL-MUM,B,2026-08-06
SO-88952257,OR,CUST-1039,MAT-CG-10018,73,5994233.89,2026-09-21,PL-MUM,A,2025-10-15
SO-12529799,OR,CUST-1050,MAT-CG-10025,128,7362406.28,2026-10-27,PL-HYD,B,2026-05-21
SO-81469858,OR,CUST-1085,MAT-CG-10043,112,489038.19,2027-01-16,PL-KOL,A,2025-10-16
SO-45236547,RO,CUST-1028,MAT-CG-10049,88,1406178.93,2026-11-26,PL-JAI,B,2026-01-17
SO-24657945,RO,CUST-1050,MAT-CG-10051,16,524737.79,2027-02-20,PL-CHE,B,2025-12-29
SO-86276344,RO,CUST-1034,MAT-CG-10028,148,896834.59,2026-12-06,PL-PUN,C,2026-04-24
SO-47674933,CS,CUST-1036,MAT-CG-10009,5,251119.14,2026-11-02,PL-NGP,A,2026-03-04
SO-15181637,RO,CUST-1036,MAT-CG-10037,103,9256403.24,2027-02-15,PL-CHE,C,2025-10-16
SO-51190770,RO,CUST-1085,MAT-CG-10001,33,126365.59,2026-11-06,PL-BLR,B,2025-12-30
SO-11190605,OR,CUST-1005,MAT-CG-10002,114,658267.65,2026-12-31,PL-NGP,A,2026-01-26
SO-20676603,OR,CUST-1079,MAT-CG-10004,150,1582036.21,2026-09-16,PL-PUN,A,2026-04-13
SO-44834976,OR,CUST-1017,MAT-CG-10050,72,1554447.39,2026-10-14,PL-BLR,B,2025-09-22
SO-25360757,CS,CUST-1005,MAT-CG-10004,61,610748.84,2027-01-07,PL-PUN,B,2026-03-14
SO-40595256,OR,CUST-1092,MAT-CG-10003,143,1199946.24,2026-11-04,PL-MUM,C,2026-02-24
SO-90608327,OR,CUST-1045,MAT-CG-10035,13,528746.37,2027-01-07,PL-PUN,A,2025-12-05
SO-37386042,OR,CUST-1074,MAT-CG-10005,62,1053263.39,2027-02-21,PL-AHM,A,2025-09-29
SO-29203803,OR,CUST-1042,MAT-CG-10028,74,477489.34,2026-12-01,PL-KOL,B,2025-09-24
SO-49468472,RO,CUST-1004,MAT-CG-10024,122,4129937.33,2026-09-11,PL-CHE,A,2025-10-25
SO-91743716,OR,CUST-1041,MAT-CG-10002,29,157503.07,2027-01-08,PL-JAI,C,2026-02-28
SO-88206824,OR,CUST-1085,MAT-CG-10014,98,2788120.21,2026-12-06,PL-DEL,A,2026-05-01
SO-87099930,CS,CUST-1071,MAT-CG-10037,130,12299370.06,2027-01-15,PL-DEL,B,2026-07-28
SO-98476025,RO,CUST-1067,MAT-CG-10039,122,4072843.3,2026-11-07,PL-HYD,B,2026-03-26
SO-42624751,OR,CUST-1030,MAT-CG-10016,86,4155636.2,2026-09-29,PL-HYD,B,2026-01-26
SO-57242574,RO,CUST-1065,MAT-CG-10024,22,735627.91,2026-12-01,PL-PUN,B,2026-04-28
SO-40838308,RO,CUST-1017,MAT-CG-10029,109,993116.16,2026-11-01,PL-AHM,C,2025-10-28
SO-91274963,OR,CUST-1037,MAT-CG-10043,37,162398.21,2026-09-30,PL-DEL,B,2026-01-20
